%yyyy.yyyy ___up(m)
2004.2930 0.158520
2004.2957 0.159603
2004.2984 0.153796
2004.3012 0.148773
2004.3039 0.151663
2004.3066 0.154015
2004.3094 0.155149
2004.3121 0.157392
2004.3149 0.167750
2004.3176 0.152064
2004.3203 0.144564
2004.3231 0.147604
2004.3258 0.150585
2004.3285 0.149791
2004.3313 0.157284
2004.3340 0.152844
2004.3368 0.156403
2004.3395 0.159786
2004.3422 0.161327
2004.3450 0.152844
2004.3477 0.155409
2004.3504 0.154969
2004.3532 0.149114
2004.3559 0.157008
2004.3587 0.159685
2004.3614 0.162788
2004.3641 0.166751
2004.3669 0.165450
2004.3696 0.165146
2004.3723 0.168395
2004.3751 0.173103
2004.3778 0.174713
2004.3806 0.181630
2004.3833 0.171368
2004.3860 0.161533
2004.3888 0.162814
2004.3915 0.160909
2004.3943 0.159303
2004.3970 0.156265
2004.3997 0.159189
2004.4025 0.160676
2004.4052 0.160680
2004.4079 0.169364
2004.4107 0.161339
2004.4134 0.157083
2004.4162 0.163062
2004.4189 0.163155
2004.4216 0.168825
2004.4244 0.170852
2004.4271 0.173440
2004.4298 0.163910
2004.4326 0.160336
2004.4353 0.162409
2004.4381 0.161981
2004.4408 0.165664
2004.4435 0.166501
2004.4463 0.166558
2004.4490 0.164983
2004.4517 0.175541
2004.4545 0.170843
2004.4572 0.173974
2004.4600 0.173998
2004.4627 0.172658
2004.4654 0.174133
2004.4682 0.175360
2004.4709 0.165848
2004.4736 0.169732
2004.4764 0.171155
2004.4791 0.162440
2004.4819 0.165118
2004.4846 0.172485
2004.4873 0.171354
2004.4901 0.167080
2004.4928 0.169550
2004.4956 0.166927
2004.4983 0.164122
2004.5010 0.164177
2004.5038 0.171089
2004.5065 0.169886
2004.5092 0.159528
2004.5120 0.157256
2004.5147 0.168524
2004.5175 0.170211
2004.5202 0.169908
2004.5229 0.159235
2004.5257 0.172810
2004.5284 0.168224
2004.5311 0.171251
2004.5339 0.168140
2004.5366 0.169630
2004.5394 0.170131
2004.5421 0.169559
2004.5448 0.165423
2004.5476 0.170892
2004.5503 0.160880
2004.5530 0.166186
2004.5558 0.157212
2004.5585 0.160298
2004.5613 0.158059
2004.5667 0.163709
2004.5695 0.161468
2004.5722 0.168357
2004.5749 0.166402
2004.5777 0.165260
2004.5804 0.166545
2004.5832 0.165392
2004.5859 0.167372
2004.5886 0.169569
2004.5914 0.165473
2004.5941 0.166757
2004.5969 0.165471
2004.5996 0.162279
2004.6023 0.158548
2004.6051 0.163251
2004.6078 0.163843
2004.6105 0.171915
2004.6133 0.169700
2004.6160 0.169139
2004.6188 0.176632
2004.6215 0.175578
2004.6242 0.176953
2004.6270 0.160846
2004.6297 0.165885
2004.6324 0.161981
2004.6352 0.164661
2004.6379 0.166207
2004.6407 0.163325
2004.6434 0.164130
2004.6461 0.158082
2004.6489 0.163043
2004.6516 0.170301
2004.6543 0.169228
2004.6571 0.165190
2004.6598 0.171033
2004.6626 0.157186
2004.6653 0.162812
2004.6680 0.165228
2004.6708 0.159685
2004.6735 0.161124
2004.6762 0.164031
2004.6790 0.167025
2004.6817 0.175621
2004.6845 0.166225
2004.6872 0.168614
2004.6899 0.165963
2004.6927 0.165915
2004.6954 0.166249
2004.6982 0.173010
2004.7009 0.162678
2004.7036 0.160240
2004.7064 0.161620
2004.7091 0.162217
2004.7118 0.169753
2004.7146 0.170372
2004.7173 0.167872
2004.7201 0.162696
2004.7228 0.160747
2004.7255 0.166000
2004.7283 0.160786
2004.7310 0.163591
2004.7337 0.149884
2004.7365 0.158198
2004.7392 0.149948
2004.7420 0.153114
2004.7447 0.156800
2004.7474 0.162616
2004.7502 0.166058
2004.7529 0.164064
2004.7556 0.168579
2004.7584 0.169005
2004.7611 0.166990
2004.7639 0.157643
2004.7666 0.156100
2004.7721 0.159826
2004.7748 0.158068
2004.7775 0.162684
2004.7803 0.164175
2004.7830 0.162683
2004.7858 0.161263
2004.7885 0.158513
2004.7912 0.153052
2004.7940 0.149597
2004.7967 0.151364
2004.7995 0.153885
2004.8022 0.152809
2004.8049 0.156965
2004.8077 0.153861
2004.8104 0.164445
2004.8131 0.163229
2004.8159 0.157184
2004.8186 0.164234
2004.8214 0.157734
2004.8241 0.151116
2004.8268 0.159978
2004.8296 0.158940
2004.8323 0.157056
2004.8350 0.154257
2004.8378 0.156681
2004.8405 0.161321
2004.8433 0.157462
2004.8460 0.151525
2004.8487 0.154143
2004.8515 0.145980
2004.8542 0.148297
2004.8569 0.154477
2004.8597 0.158747
2004.8624 0.151466
2004.8652 0.156512
2004.8679 0.156131
2004.8706 0.160983
2004.8734 0.161715
2004.8761 0.162286
2004.8789 0.166471
2004.8816 0.170159
2004.8843 0.166519
2004.8871 0.156771
2004.8898 0.155923
2004.8925 0.159617
2004.8953 0.156499
2004.8980 0.162861
2004.9008 0.160634
2004.9035 0.157381
2004.9062 0.159301
2004.9090 0.166761
2004.9117 0.161514
2004.9144 0.155951
2004.9172 0.150309
2004.9199 0.145463
2004.9227 0.149582
2004.9254 0.150566
2004.9281 0.156771
2004.9309 0.157290
2004.9336 0.147170
2004.9363 0.151196
2004.9391 0.156194
2004.9418 0.154318
2004.9446 0.154629
2004.9473 0.155444
2004.9500 0.156549
2004.9528 0.153818
2004.9555 0.150972
2004.9582 0.153449
2004.9610 0.152219
2004.9637 0.144380
2004.9665 0.143631
2004.9692 0.140829
2004.9719 0.139875
2004.9747 0.139534
2004.9774 0.138864
2004.9802 0.141489
2004.9829 0.139947
2004.9856 0.139294
2004.9884 0.142882
2004.9911 0.142847
2004.9938 0.146194
2004.9966 0.148152
2004.9993 0.152181
2005.0021 0.154177
2005.0404 0.150224
2005.0431 0.149580
2005.5852 0.184492
2005.5880 0.178168
2005.5907 0.182445
2005.5934 0.180104
2005.5962 0.174399
2005.5989 0.184005
2005.6016 0.179534
2005.6044 0.179802
2005.6071 0.178732
2005.6099 0.171161
2005.6126 0.172579
2005.6153 0.171668
2005.6181 0.177123
2005.6208 0.179125
2005.6235 0.180909
2005.6263 0.178636
2005.6290 0.175385
2005.6318 0.182616
2005.6345 0.182795
2005.6372 0.187419
2005.6400 0.188811
2005.6427 0.180432
2005.6454 0.181906
2005.6482 0.181747
2005.6509 0.179268
2005.6537 0.183282
2005.6564 0.178676
2005.6591 0.177473
2005.6619 0.175997
2005.6646 0.178398
2005.6674 0.174374
2005.6701 0.175464
2005.6728 0.175886
2005.6756 0.181725
2005.6783 0.186836
2005.6810 0.182054
2005.6838 0.177371
2005.6865 0.173953
2005.6893 0.175959
2005.6920 0.177821
2005.6947 0.180574
2005.6975 0.180531
2005.7002 0.178268
2005.7029 0.174006
2005.7057 0.172715
2005.7084 0.174996
2005.7112 0.177116
2005.7139 0.172681
2005.7166 0.173821
2005.7194 0.174624
2005.7221 0.174332
2005.7248 0.176121
2005.7276 0.176595
2005.7303 0.177848
2005.7331 0.178463
2005.7440 0.171475
2005.7467 0.167502
2005.7495 0.171207
2005.7522 0.175620
2005.7550 0.174166
2005.7577 0.173423
2005.7604 0.175628
2005.7632 0.180123
2005.7659 0.176249
2005.7687 0.174911
2005.7769 0.161440
2005.7796 0.167025
2005.7878 0.172912
2005.7906 0.171591
2005.7960 0.168596
2005.7988 0.161809
2005.8015 0.171744
2005.8042 0.171140
2005.8070 0.177353
2005.8097 0.172922
2005.8125 0.167065
2005.8152 0.167290
2005.8179 0.166319
2005.8207 0.167556
2005.8234 0.159446
2005.8261 0.166917
2005.8289 0.168231
2005.8316 0.170774
2005.8344 0.168746
2005.8371 0.172203
2005.8398 0.167109
2005.8426 0.162150
2005.8453 0.166546
2005.8480 0.170132
2005.8508 0.169128
2005.8535 0.167264
2005.8563 0.171102
2005.8590 0.169221
2005.8617 0.163288
2005.8645 0.165914
2005.8672 0.167970
2005.8700 0.168637
2005.8727 0.164626
2005.8754 0.167933
2005.8782 0.161919
2005.8809 0.163201
2005.8836 0.164417
2005.8864 0.165527
2005.8891 0.166812
2005.8919 0.172873
2005.8946 0.178177
2005.8973 0.174651
2005.9001 0.172527
2005.9028 0.168342
2005.9055 0.168907
2005.9083 0.172086
2005.9110 0.165603
2005.9138 0.171056
2005.9165 0.170224
2005.9192 0.167335
2005.9220 0.165834
2005.9247 0.168091
2005.9274 0.167280
2005.9302 0.166010
2005.9329 0.158680
2005.9357 0.161726
2005.9384 0.151504
2005.9411 0.147096
2005.9439 0.143345
2005.9466 0.156442
2005.9493 0.161367
2005.9521 0.167771
2005.9548 0.162910
2005.9576 0.164774
2005.9603 0.164306
2005.9630 0.164324
2005.9658 0.158343
2005.9685 0.163178
2005.9713 0.160252
2005.9740 0.160533
2005.9767 0.166763
2005.9795 0.166838
2005.9822 0.163466
2005.9849 0.169211
2005.9877 0.169665
2005.9904 0.162918
2005.9932 0.163554
2005.9959 0.160688
2005.9986 0.158524
2006.0014 0.147963
2006.0041 0.146225
2006.0068 0.146916
2006.0096 0.147750
2006.0123 0.152678
2006.0151 0.157175
2006.0178 0.150383
2006.0205 0.155942
2006.0233 0.159888
2006.0260 0.155528
2006.0287 0.152037
2006.0315 0.150353
2006.0342 0.152935
2006.0370 0.160648
2006.0397 0.162044
2006.0424 0.161282
2006.0452 0.161336
2006.0479 0.164421
2006.0507 0.154803
2006.0534 0.155136
2006.0561 0.148022
2006.0589 0.150158
2006.0616 0.157703
2006.0643 0.148753
2006.0671 0.154988
2006.0698 0.145860
2006.0726 0.144425
2006.0753 0.146966
2006.0780 0.143835
2006.0808 0.142520
2006.0835 0.144009
2006.0862 0.145870
2006.0890 0.145738
2006.0917 0.145531
2006.0945 0.148965
2006.0972 0.158448
2006.0999 0.155135
2006.1027 0.159800
2006.1054 0.167198
2006.1081 0.168710
2006.1109 0.167608
2006.1136 0.159240
2006.1164 0.152997
2006.1191 0.146477
2006.1218 0.147921
2006.1246 0.146538
2006.1273 0.153843
2006.1300 0.161226
2006.1328 0.166626
2006.1355 0.161691
2006.1383 0.156880
2006.1410 0.158224
2006.1437 0.156023
2006.1465 0.159160
2006.1492 0.160639
2006.1520 0.162637
2006.1547 0.161660
2006.1574 0.156245
2006.1602 0.160583
2006.1629 0.168814
2006.1656 0.170008
2006.1684 0.172204
2006.1711 0.173120
2006.1739 0.170163
2006.1766 0.167755
2006.1793 0.162235
2006.1821 0.159960
2006.1848 0.156221
2006.1875 0.161117
2006.1930 0.165388
2006.1958 0.163215
2006.1985 0.163071
2006.2012 0.163873
2006.2040 0.164034
2006.2067 0.172147
2006.2094 0.168574
2006.2122 0.168088
2006.2149 0.161258
2006.2177 0.167375
2006.2204 0.163863
2006.2231 0.155622
2006.2259 0.155584
2006.2286 0.158390
2006.2313 0.162846
2006.2341 0.172456
2006.2368 0.173846
2006.2396 0.169627
2006.2423 0.169032
2006.2450 0.174127
2006.2478 0.166987
2006.2505 0.169875
2006.2533 0.170726
2006.2560 0.166316
2006.2587 0.169446
2006.2615 0.173049
2006.2642 0.173749
2006.2669 0.172352
2006.2697 0.166601
2006.2724 0.160731
2006.2752 0.158131
2006.2779 0.167457
2006.2806 0.172929
2006.2834 0.170519
2006.2861 0.172147
2006.2888 0.169880
2006.2916 0.174336
2006.2943 0.175372
2006.2971 0.172616
2006.2998 0.174450
2006.3025 0.171780
2006.3053 0.175646
2006.3080 0.169445
2006.3107 0.169383
2006.3135 0.167528
2006.3162 0.167708
2006.3190 0.179420
2006.3217 0.175825
2006.3244 0.179611
2006.3272 0.173253
2006.3299 0.171099
2006.3326 0.169055
2006.3354 0.169908
2006.3381 0.169842
2006.3409 0.168203
2006.3436 0.168895
2006.3463 0.162783
2006.3491 0.166272
2006.3518 0.167475
2006.3546 0.172178
2006.3573 0.168698
2006.3600 0.172331
2006.3628 0.177073
2006.3655 0.177455
2006.3682 0.180867
2006.3710 0.181774
2006.3737 0.181203
2006.3765 0.174876
2006.3792 0.179568
2006.3819 0.174613
2006.3847 0.178647
2006.3874 0.175928
2006.3901 0.174281
2006.3929 0.174611
2006.3956 0.181183
2006.3984 0.184720
2006.4011 0.181220
2006.4038 0.179608
2006.4066 0.180175
2006.4093 0.176377
2006.4120 0.182507
2006.4148 0.176432
2006.4175 0.175699
2006.4203 0.181888
2006.4230 0.179949
2006.4257 0.175152
2006.4285 0.171467
2006.4312 0.172909
2006.4339 0.173869
2006.4367 0.182342
2006.4394 0.175748
2006.4422 0.181089
2006.4449 0.177650
2006.4476 0.188337
2006.4504 0.185026
2006.4531 0.174607
2006.4559 0.167218
2006.4586 0.182559
2006.4613 0.171718
2006.4641 0.177360
2006.4668 0.181849
2006.4695 0.182628
2006.4723 0.189152
2006.4750 0.187173
2006.4778 0.181458
2006.4805 0.176228
2006.4832 0.184089
2006.4860 0.186726
2006.4887 0.194070
2006.4914 0.183752
2006.4942 0.182244
2006.4969 0.188065
2006.4997 0.177819
2006.5024 0.180360
2006.5051 0.185858
2006.5079 0.180438
2006.5106 0.173079
2006.5133 0.177111
2006.5161 0.179028
2006.5188 0.170009
2006.5216 0.173575
2006.5243 0.176277
2006.5270 0.175212
2006.5298 0.177881
2006.5325 0.173301
2006.5352 0.173729
2006.5380 0.182721
2006.5407 0.176879
2006.5435 0.173048
2006.5462 0.186796
2006.5489 0.181556
2006.5517 0.181575
2006.5544 0.178672
2006.5572 0.179424
2006.5599 0.182962
2006.5626 0.186223
2006.5654 0.189758
2006.5681 0.184420
2006.5708 0.182961
2006.5736 0.185705
2006.5763 0.193369
2006.5791 0.179431
2006.5818 0.182868
2006.5845 0.181527
2006.5873 0.184427
2006.5900 0.178250
2006.5927 0.182248
2006.5955 0.187547
2006.5982 0.179454
2006.6010 0.187135
2006.6037 0.184861
2006.6064 0.178260
2006.6092 0.177162
2006.6119 0.184254
2006.6146 0.187323
2006.6174 0.183478
2006.6201 0.182503
2006.6229 0.181217
2006.6256 0.178262
2006.6283 0.182053
2006.6311 0.183882
2006.6338 0.183168
2006.6366 0.184440
2006.6393 0.187066
2006.6420 0.180541
2006.6448 0.177377
2006.6475 0.178862
2006.6502 0.174519
2006.6530 0.181351
2006.6557 0.183544
2006.6585 0.185272
2006.6612 0.181924
2006.6639 0.176107
2006.6667 0.171650
2006.6694 0.179387
2006.6721 0.182792
2006.6749 0.182922
2006.6776 0.181352
2006.6804 0.180150
2006.6831 0.176501
2006.6858 0.180143
2006.6886 0.183908
2006.6913 0.186309
2006.6940 0.184625
2006.6968 0.179995
2006.6995 0.179837
2006.7023 0.185286
2006.7050 0.177088
2006.7077 0.178452
2006.7105 0.178641
2006.7132 0.172496
2006.7159 0.175475
2006.7187 0.174009
2006.7214 0.170790
2006.7242 0.174493
2006.7269 0.178318
2006.7296 0.180474
2006.7324 0.177575
2006.7351 0.178192
2006.7379 0.178385
2006.7406 0.178860
2006.7433 0.178526
2006.7461 0.180293
2006.7488 0.176380
2006.7515 0.174071
2006.7543 0.183086
2006.7570 0.175335
2006.7598 0.180392
2006.7625 0.179944
2006.7652 0.185480
2006.7680 0.176182
2006.7707 0.177925
2006.7734 0.177337
2006.7762 0.171841
2006.7789 0.171191
2006.7817 0.175006
2006.7844 0.169285
2006.7871 0.173874
2006.7899 0.173891
2006.7926 0.172398
2006.7953 0.170360
2006.7981 0.174676
2006.8008 0.179793
2006.8036 0.174102
2006.8063 0.169336
2006.8090 0.166120
2006.8118 0.174912
2006.8145 0.174633
2006.8172 0.172961
2006.8200 0.175601
2006.8227 0.178453
2006.8255 0.178284
2006.8282 0.179335
2006.8309 0.177110
2006.8337 0.174180
2006.8364 0.180803
2006.8392 0.174350
2006.8419 0.174138
2006.8446 0.178143
2006.8474 0.175457
2006.8501 0.178975
2006.8528 0.182541
2006.8556 0.180117
2006.8583 0.169328
2006.8611 0.167064
2006.8638 0.175809
2006.8665 0.175143
2006.8693 0.177405
2006.8720 0.175059
2006.8747 0.174745
2006.8775 0.179481
2006.8802 0.174640
2006.8830 0.176277
2006.8857 0.175137
2006.8884 0.177965
2006.8912 0.164748
2006.8939 0.158247
2006.8966 0.164178
2006.8994 0.164232
2006.9021 0.167101
2006.9049 0.162240
2006.9076 0.162754
2006.9103 0.165936
2006.9131 0.163092
2006.9158 0.163354
2006.9185 0.165535
2006.9213 0.171418
2006.9240 0.167185
2006.9268 0.172831
2006.9295 0.167201
2006.9322 0.170401
2006.9350 0.176459
2006.9377 0.166996
2006.9405 0.165031
2006.9432 0.168891
2006.9459 0.168542
2006.9487 0.162020
2006.9514 0.165060
2006.9541 0.162645
2006.9569 0.168146
2006.9596 0.167247
2006.9624 0.165891
2006.9651 0.171928
2006.9678 0.172857
2006.9706 0.168094
2006.9733 0.168426
2006.9760 0.167380
2006.9788 0.171426
2006.9815 0.174379
2006.9843 0.167138
2006.9870 0.169468
2006.9897 0.176860
2006.9925 0.175607
2006.9952 0.174789
2006.9979 0.167166
2007.0007 0.161824
2007.0034 0.158609
2007.0062 0.165686
2007.0089 0.161451
2007.0116 0.156437
2007.0144 0.160903
2007.0171 0.169434
2007.0198 0.167627
2007.0226 0.166258
2007.0253 0.160515
2007.0281 0.163257
2007.0308 0.164638
2007.0335 0.169311
2007.0363 0.175077
2007.0390 0.170061
2007.0418 0.169641
2007.0445 0.172039
2007.0472 0.178456
2007.0500 0.166869
2007.0527 0.164138
2007.0554 0.162817
2007.0582 0.163542
2007.0609 0.162884
2007.0637 0.160916
2007.0664 0.160810
2007.0691 0.168133
2007.0719 0.164772
2007.0746 0.168812
2007.0773 0.168692
2007.0801 0.167363
2007.0828 0.172571
2007.0856 0.167096
2007.0883 0.168994
2007.0910 0.166237
2007.0938 0.169572
2007.0965 0.172276
2007.0992 0.173661
2007.1020 0.165211
2007.1047 0.165912
2007.1075 0.170402
2007.1102 0.166250
2007.1129 0.168296
2007.1157 0.174019
2007.1184 0.167538
2007.1211 0.164116
2007.1239 0.165581
2007.1266 0.166532
2007.1294 0.164450
2007.1321 0.165894
2007.1348 0.168567
2007.1376 0.160601
2007.1403 0.170849
2007.1431 0.173196
2007.1458 0.172675
2007.1485 0.171281
2007.1513 0.171707
2007.1540 0.171502
2007.1567 0.158154
2007.1595 0.157057
2007.1622 0.153911
2007.1650 0.156687
2007.1677 0.157888
2007.1704 0.160346
2007.1732 0.157096
2007.1759 0.162122
2007.1786 0.163764
2007.1814 0.164042
2007.1841 0.168976
2007.1869 0.167042
2007.1896 0.164031
2007.1923 0.163805
2007.1951 0.164048
2007.1978 0.167771
2007.2005 0.168238
2007.2033 0.171265
2007.2060 0.176227
2007.2088 0.171629
2007.2115 0.175957
2007.2142 0.173975
2007.2170 0.168092
2007.2197 0.169563
2007.2225 0.173694
2007.2252 0.177109
2007.2279 0.175739
2007.2307 0.176455
2007.2334 0.182048
2007.2361 0.180189
2007.2389 0.174968
2007.2416 0.168178
2007.2444 0.168430
2007.2471 0.176043
2007.2498 0.176922
2007.2526 0.172932
2007.2553 0.176729
2007.2580 0.175621
2007.2608 0.176799
2007.2635 0.177996
2007.2663 0.177464
2007.2690 0.169878
2007.2717 0.170813
2007.2745 0.170272
2007.2772 0.173567
2007.2799 0.169101
2007.2827 0.170500
2007.2854 0.173988
2007.2882 0.176438
2007.2909 0.175644
2007.2936 0.171910
2007.2964 0.172913
2007.2991 0.173845
2007.3018 0.172388
2007.3046 0.171856
2007.3073 0.171682
2007.3101 0.173393
2007.3128 0.175910
2007.3155 0.177845
2007.3183 0.175124
2007.3210 0.177648
2007.3238 0.181621
2007.3265 0.181760
2007.3292 0.175054
2007.3320 0.183544
2007.3347 0.181968
2007.3374 0.185554
2007.3402 0.176291
2007.3429 0.173608
2007.3457 0.185281
2007.3484 0.178031
2007.3511 0.171869
2007.3539 0.177617
2007.3566 0.178915
2007.3593 0.181618
2007.3621 0.178335
2007.3648 0.180656
2007.3676 0.184234
2007.3703 0.192045
2007.3730 0.174854
2007.3758 0.175436
2007.3785 0.183870
2007.3812 0.177625
2007.3840 0.176385
2007.3867 0.178904
2007.3895 0.182707
2007.3922 0.183408
2007.3949 0.178754
2007.3977 0.168988
2007.4004 0.178851
2007.4031 0.175161
2007.4059 0.175291
2007.4086 0.193482
2007.4114 0.184416
2007.4141 0.178596
2007.4168 0.176532
2007.4196 0.181983
2007.4223 0.186160
2007.4251 0.176343
2007.4278 0.173587
2007.4305 0.173964
2007.4333 0.176375
2007.4360 0.175775
2007.4387 0.181416
2007.4415 0.183691
2007.4442 0.180721
2007.4470 0.176916
2007.4497 0.174121
2007.4524 0.176294
2007.4552 0.172125
2007.4579 0.191405
2007.4606 0.175890
2007.4634 0.178627
2007.4661 0.176908
2007.4689 0.180865
2007.4716 0.181348
2007.4743 0.187519
2007.4771 0.185534
2007.4798 0.184754
2007.4825 0.183326
2007.4853 0.180169
2007.4880 0.180650
2007.4908 0.171251
2007.4935 0.182134
2007.4962 0.173829
2007.4990 0.178599
2007.5017 0.178577
2007.5044 0.178712
2007.5072 0.177348
2007.5099 0.187560
2007.5127 0.182204
2007.5154 0.180395
2007.5181 0.190314
2007.5209 0.178403
2007.5236 0.189350
2007.5264 0.177605
2007.5291 0.186751
2007.5318 0.190590
2007.5346 0.192409
2007.5373 0.185727
2007.5400 0.186952
2007.5428 0.186558
2007.5455 0.188031
2007.5483 0.183665
2007.5510 0.193772
2007.5537 0.187683
2007.5565 0.183036
2007.5592 0.188437
2007.5619 0.187722
2007.5647 0.186400
2007.5674 0.186098
2007.5702 0.176472
2007.5729 0.178275
2007.5756 0.179605
2007.5784 0.182688
2007.5811 0.184608
2007.5838 0.193741
2007.5866 0.189768
2007.5893 0.190109
2007.5921 0.196866
2007.5948 0.185564
2007.5975 0.180053
2007.6003 0.188257
2007.6030 0.188135
2007.6057 0.189495
2007.6085 0.181668
2007.6112 0.168024
2007.6140 0.185012
2007.6167 0.182220
2007.6194 0.179402
2007.6222 0.175083
2007.6249 0.180168
2007.6277 0.178698
2007.6304 0.177590
2007.6331 0.182594
2007.6359 0.172783
2007.6386 0.173359
2007.6413 0.181553
2007.6441 0.183216
2007.6468 0.174719
2007.6496 0.185711
2007.6523 0.182734
2007.6550 0.184516
2007.6578 0.187066
2007.6605 0.184581
2007.6632 0.180958
2007.6660 0.185782
2007.6687 0.188364
2007.6715 0.184689
2007.6742 0.178328
2007.6769 0.178287
2007.6797 0.182163
2007.6824 0.186733
2007.6851 0.175932
2007.6879 0.180722
2007.6906 0.179566
2007.6934 0.181533
2007.6961 0.185941
2007.6988 0.181910
2007.7016 0.183773
2007.7043 0.179113
2007.7070 0.178657
2007.7098 0.178860
2007.7125 0.181166
2007.7153 0.185087
2007.7180 0.181377
2007.7207 0.179538
2007.7235 0.171815
2007.7262 0.174919
2007.7290 0.173782
2007.7317 0.179198
2007.7344 0.174233
2007.7372 0.168898
2007.7399 0.176801
2007.7426 0.180938
2007.7454 0.183915
2007.7481 0.181387
2007.7509 0.177241
2007.7536 0.170300
2007.7563 0.170456
2007.7591 0.167678
2007.7618 0.175020
2007.7645 0.173632
2007.7673 0.170531
2007.7700 0.170070
2007.7728 0.171319
2007.7755 0.171030
2007.7782 0.174003
2007.7810 0.173341
2007.7837 0.171476
2007.7864 0.169831
2007.7892 0.171906
2007.7919 0.178642
2007.7947 0.177780
2007.7974 0.181170
2007.8001 0.176188
2007.8029 0.173512
2007.8056 0.170819
2007.8084 0.171349
2007.8111 0.168767
2007.8138 0.168376
2007.8166 0.171367
2007.8193 0.171044
2007.8220 0.172122
2007.8248 0.173040
2007.8275 0.168833
2007.8303 0.170732
2007.8330 0.170192
2007.8357 0.175968
2007.8385 0.182271
2007.8412 0.180062
2007.8439 0.175158
2007.8467 0.182343
2007.8494 0.186535
2007.8522 0.177724
2007.8549 0.166010
2007.8576 0.165301
2007.8604 0.168377
2007.8631 0.168870
2007.8658 0.170858
2007.8686 0.170630
2007.8713 0.164753
2007.8741 0.168665
2007.8768 0.167214
2007.8795 0.172454
2007.8823 0.176950
2007.8850 0.175806
2007.8877 0.173877
2007.8905 0.179338
2007.8932 0.172745
2007.8960 0.170625
2007.8987 0.168212
2007.9014 0.166460
2007.9042 0.167043
2007.9069 0.172907
2007.9097 0.170745
2007.9124 0.176654
2007.9151 0.165582
2007.9179 0.166442
2007.9206 0.169955
2007.9233 0.165449
2007.9261 0.160420
2007.9288 0.165821
2007.9316 0.167548
2007.9343 0.166774
2007.9370 0.167874
2007.9398 0.166696
2007.9425 0.168179
2007.9452 0.163719
2007.9480 0.165250
2007.9507 0.163162
2007.9535 0.168268
2007.9562 0.165523
2007.9589 0.168834
2007.9617 0.168260
2007.9644 0.174532
2007.9671 0.172887
2007.9699 0.174932
2007.9726 0.179050
2007.9754 0.176386
2007.9781 0.173283
2007.9808 0.163665
2007.9836 0.161653
2007.9863 0.164311
2007.9890 0.160449
2007.9918 0.157133
2007.9945 0.156229
2007.9973 0.156230
2008.0000 0.163724
2008.0027 0.165189
2008.0055 0.156510
2008.0082 0.155613
2008.0110 0.159338
2008.0137 0.161915
2008.0164 0.162331
2008.0192 0.163426
2008.0219 0.162083
2008.0246 0.159168
2008.0274 0.158668
2008.0301 0.159791
2008.0329 0.161696
2008.0356 0.154843
2008.0383 0.155704
2008.0411 0.154642
2008.0438 0.150310
2008.0465 0.149169
2008.0493 0.155593
2008.0520 0.154253
2008.0548 0.162642
2008.0575 0.157382
2008.0602 0.155802
2008.0630 0.158407
2008.0657 0.155331
2008.0684 0.157194
2008.0712 0.163344
2008.0739 0.165865
2008.0767 0.164713
2008.0794 0.160623
2008.0821 0.164528
2008.0849 0.161353
2008.0876 0.164640
2008.0903 0.163005
2008.0931 0.162070
2008.0958 0.163570
2008.0986 0.160981
2008.1013 0.160521
2008.1040 0.156190
2008.1068 0.151130
2008.1095 0.156055
2008.1123 0.158521
2008.1150 0.158207
2008.1177 0.163376
2008.1205 0.165073
2008.1232 0.162528
2008.1259 0.157158
2008.1287 0.158366
2008.1314 0.162446
2008.1342 0.164699
2008.1369 0.168861
2008.1396 0.170362
2008.1424 0.165241
2008.1451 0.163479
2008.1478 0.164473
2008.1506 0.167752
2008.1533 0.169266
2008.1561 0.166108
2008.1588 0.171448
2008.1615 0.170465
2008.1643 0.176300
2008.1670 0.174293
2008.1697 0.173571
2008.1725 0.172456
2008.1752 0.173692
2008.1780 0.175103
2008.1807 0.173806
2008.1834 0.176363
2008.1862 0.178454
2008.1889 0.174914
2008.1916 0.174390
2008.1944 0.184876
2008.1971 0.179185
2008.1999 0.178715
2008.2026 0.183802
2008.2053 0.184613
2008.2081 0.185514
2008.2108 0.182046
2008.2136 0.179473
2008.2163 0.178409
2008.2190 0.184479
2008.2218 0.184066
2008.2245 0.183018
2008.2272 0.171211
2008.2300 0.168451
2008.2327 0.169452
2008.2355 0.167333
2008.2382 0.172845
2008.2409 0.172986
2008.2437 0.169026
2008.2464 0.169929
2008.2491 0.176347
2008.2519 0.179438
2008.2546 0.178959
2008.2574 0.182740
2008.2601 0.178386
2008.2628 0.170990
2008.2656 0.173054
2008.2683 0.176484
2008.2710 0.176049
2008.2738 0.176101
2008.2765 0.177602
2008.2793 0.182439
2008.2820 0.181618
2008.2847 0.180744
2008.2875 0.182740
2008.2902 0.179968
2008.2930 0.170855
2008.2957 0.166922
2008.2984 0.170433
2008.3012 0.176238
2008.3039 0.178247
2008.3066 0.178674
2008.3094 0.177548
2008.3121 0.178580
2008.3149 0.178396
2008.3176 0.176543
2008.3203 0.180027
2008.3231 0.178639
2008.3258 0.178883
2008.3285 0.179463
2008.3313 0.174939
2008.3340 0.180495
2008.3368 0.180263
2008.3395 0.179786
2008.3422 0.178985
2008.3450 0.176897
2008.3477 0.179176
2008.3504 0.179647
2008.3532 0.182400
2008.3559 0.183142
2008.3587 0.179992
2008.3614 0.179767
2008.3641 0.185493
2008.3669 0.186822
2008.3696 0.185082
2008.3723 0.182831
2008.3751 0.177679
